image,cluster
../input/datasetavantari/dataset/1504.jpg,0
../input/datasetavantari/dataset/3700.jpg,0
../input/datasetavantari/dataset/4033.jpg,0
../input/datasetavantari/dataset/1940.jpg,0
../input/datasetavantari/dataset/1973.jpg,0
../input/datasetavantari/dataset/2323.jpg,0
../input/datasetavantari/dataset/117.jpg,0
../input/datasetavantari/dataset/1365.jpg,0
../input/datasetavantari/dataset/395.jpg,0
../input/datasetavantari/dataset/2281.jpg,0
../input/datasetavantari/dataset/3841.jpg,0
../input/datasetavantari/dataset/4272.jpg,0
../input/datasetavantari/dataset/4196.jpg,0
../input/datasetavantari/dataset/1251.jpg,0
../input/datasetavantari/dataset/2880.jpg,0
../input/datasetavantari/dataset/2996.jpg,0
../input/datasetavantari/dataset/4641.jpg,0
../input/datasetavantari/dataset/3282.jpg,0
../input/datasetavantari/dataset/1354.jpg,0
../input/datasetavantari/dataset/4561.jpg,0
../input/datasetavantari/dataset/3774.jpg,0
../input/datasetavantari/dataset/2901.jpg,0
../input/datasetavantari/dataset/2006.jpg,0
../input/datasetavantari/dataset/1780.jpg,0
../input/datasetavantari/dataset/273.jpg,0
../input/datasetavantari/dataset/374.jpg,0
../input/datasetavantari/dataset/3105.jpg,0
../input/datasetavantari/dataset/1302.jpg,0
../input/datasetavantari/dataset/4036.jpg,0
../input/datasetavantari/dataset/3980.jpg,0
../input/datasetavantari/dataset/4384.jpg,0
../input/datasetavantari/dataset/914.jpg,0
../input/datasetavantari/dataset/2919.jpg,0
../input/datasetavantari/dataset/1444.jpg,0
../input/datasetavantari/dataset/1339.jpg,0
../input/datasetavantari/dataset/2847.jpg,0
../input/datasetavantari/dataset/564.jpg,0
../input/datasetavantari/dataset/2282.jpg,0
../input/datasetavantari/dataset/3120.jpg,0
../input/datasetavantari/dataset/2636.jpg,0
../input/datasetavantari/dataset/4677.jpg,0
../input/datasetavantari/dataset/472.jpg,0
../input/datasetavantari/dataset/4305.jpg,0
../input/datasetavantari/dataset/4499.jpg,0
../input/datasetavantari/dataset/639.jpg,0
../input/datasetavantari/dataset/873.jpg,0
../input/datasetavantari/dataset/975.jpg,0
../input/datasetavantari/dataset/577.jpg,0
../input/datasetavantari/dataset/243.jpg,0
../input/datasetavantari/dataset/563.jpg,0
../input/datasetavantari/dataset/1765.jpg,0
../input/datasetavantari/dataset/4214.jpg,0
../input/datasetavantari/dataset/2373.jpg,0
../input/datasetavantari/dataset/3176.jpg,0
../input/datasetavantari/dataset/3177.jpg,0
../input/datasetavantari/dataset/4622.jpg,0
../input/datasetavantari/dataset/4470.jpg,0
../input/datasetavantari/dataset/2076.jpg,0
../input/datasetavantari/dataset/568.jpg,0
../input/datasetavantari/dataset/1760.jpg,0
../input/datasetavantari/dataset/1951.jpg,0
../input/datasetavantari/dataset/266.jpg,0
../input/datasetavantari/dataset/2522.jpg,0
../input/datasetavantari/dataset/3893.jpg,0
../input/datasetavantari/dataset/2129.jpg,0
../input/datasetavantari/dataset/328.jpg,0
../input/datasetavantari/dataset/2861.jpg,0
../input/datasetavantari/dataset/3669.jpg,0
../input/datasetavantari/dataset/1074.jpg,0
../input/datasetavantari/dataset/3198.jpg,0
../input/datasetavantari/dataset/30.jpg,0
../input/datasetavantari/dataset/3933.jpg,0
../input/datasetavantari/dataset/2769.jpg,0
../input/datasetavantari/dataset/4357.jpg,0
../input/datasetavantari/dataset/4388.jpg,0
../input/datasetavantari/dataset/3576.jpg,0
../input/datasetavantari/dataset/2940.jpg,0
../input/datasetavantari/dataset/3401.jpg,0
../input/datasetavantari/dataset/1508.jpg,0
../input/datasetavantari/dataset/545.jpg,0
../input/datasetavantari/dataset/909.jpg,0
../input/datasetavantari/dataset/4583.jpg,0
../input/datasetavantari/dataset/1420.jpg,0
../input/datasetavantari/dataset/1432.jpg,0
../input/datasetavantari/dataset/1787.jpg,0
../input/datasetavantari/dataset/4164.jpg,0
../input/datasetavantari/dataset/4571.jpg,0
../input/datasetavantari/dataset/2599.jpg,0
../input/datasetavantari/dataset/2310.jpg,0
../input/datasetavantari/dataset/2491.jpg,0
../input/datasetavantari/dataset/3036.jpg,0
../input/datasetavantari/dataset/2956.jpg,0
../input/datasetavantari/dataset/3775.jpg,0
../input/datasetavantari/dataset/3263.jpg,0
../input/datasetavantari/dataset/1499.jpg,0
../input/datasetavantari/dataset/4720.jpg,0
../input/datasetavantari/dataset/672.jpg,0
../input/datasetavantari/dataset/2728.jpg,0
../input/datasetavantari/dataset/1974.jpg,0
../input/datasetavantari/dataset/772.jpg,0
../input/datasetavantari/dataset/2965.jpg,0
../input/datasetavantari/dataset/1443.jpg,0
../input/datasetavantari/dataset/4332.jpg,0
../input/datasetavantari/dataset/4660.jpg,0
../input/datasetavantari/dataset/34.jpg,0
../input/datasetavantari/dataset/3500.jpg,0
../input/datasetavantari/dataset/4233.jpg,0
../input/datasetavantari/dataset/821.jpg,0
../input/datasetavantari/dataset/1840.jpg,0
../input/datasetavantari/dataset/3155.jpg,0
../input/datasetavantari/dataset/3114.jpg,0
../input/datasetavantari/dataset/662.jpg,0
../input/datasetavantari/dataset/2415.jpg,0
../input/datasetavantari/dataset/3627.jpg,0
../input/datasetavantari/dataset/4628.jpg,0
../input/datasetavantari/dataset/3474.jpg,0
../input/datasetavantari/dataset/178.jpg,0
../input/datasetavantari/dataset/4176.jpg,0
../input/datasetavantari/dataset/174.jpg,0
../input/datasetavantari/dataset/1430.jpg,0
../input/datasetavantari/dataset/791.jpg,0
../input/datasetavantari/dataset/3745.jpg,0
../input/datasetavantari/dataset/2233.jpg,0
../input/datasetavantari/dataset/1645.jpg,0
../input/datasetavantari/dataset/3217.jpg,0
../input/datasetavantari/dataset/3496.jpg,0
../input/datasetavantari/dataset/3708.jpg,0
../input/datasetavantari/dataset/3743.jpg,0
../input/datasetavantari/dataset/3901.jpg,0
../input/datasetavantari/dataset/2788.jpg,0
../input/datasetavantari/dataset/1404.jpg,0
../input/datasetavantari/dataset/657.jpg,0
../input/datasetavantari/dataset/1400.jpg,0
../input/datasetavantari/dataset/3111.jpg,0
../input/datasetavantari/dataset/4594.jpg,0
../input/datasetavantari/dataset/4029.jpg,0
../input/datasetavantari/dataset/1417.jpg,0
../input/datasetavantari/dataset/2085.jpg,0
../input/datasetavantari/dataset/2646.jpg,0
../input/datasetavantari/dataset/4270.jpg,0
../input/datasetavantari/dataset/4137.jpg,0
../input/datasetavantari/dataset/1835.jpg,0
../input/datasetavantari/dataset/421.jpg,0
../input/datasetavantari/dataset/2404.jpg,0
../input/datasetavantari/dataset/2165.jpg,0
../input/datasetavantari/dataset/2077.jpg,0
../input/datasetavantari/dataset/105.jpg,0
../input/datasetavantari/dataset/4247.jpg,0
../input/datasetavantari/dataset/2450.jpg,0
../input/datasetavantari/dataset/3093.jpg,0
../input/datasetavantari/dataset/1398.jpg,0
../input/datasetavantari/dataset/205.jpg,0
../input/datasetavantari/dataset/536.jpg,0
../input/datasetavantari/dataset/208.jpg,0
../input/datasetavantari/dataset/525.jpg,0
../input/datasetavantari/dataset/1908.jpg,0
../input/datasetavantari/dataset/4229.jpg,0
../input/datasetavantari/dataset/3895.jpg,0
../input/datasetavantari/dataset/1817.jpg,0
../input/datasetavantari/dataset/4310.jpg,0
../input/datasetavantari/dataset/3735.jpg,0
../input/datasetavantari/dataset/4532.jpg,0
../input/datasetavantari/dataset/3068.jpg,0
../input/datasetavantari/dataset/1089.jpg,0
../input/datasetavantari/dataset/3765.jpg,0
../input/datasetavantari/dataset/1114.jpg,0
../input/datasetavantari/dataset/86.jpg,0
../input/datasetavantari/dataset/3780.jpg,0
../input/datasetavantari/dataset/1464.jpg,0
../input/datasetavantari/dataset/2253.jpg,0
../input/datasetavantari/dataset/3336.jpg,0
../input/datasetavantari/dataset/1206.jpg,0
../input/datasetavantari/dataset/2610.jpg,0
../input/datasetavantari/dataset/3472.jpg,0
../input/datasetavantari/dataset/4135.jpg,0
../input/datasetavantari/dataset/3713.jpg,0
../input/datasetavantari/dataset/342.jpg,0
../input/datasetavantari/dataset/2870.jpg,0
../input/datasetavantari/dataset/540.jpg,0
../input/datasetavantari/dataset/3257.jpg,0
../input/datasetavantari/dataset/738.jpg,0
../input/datasetavantari/dataset/699.jpg,0
../input/datasetavantari/dataset/2018.jpg,0
../input/datasetavantari/dataset/1055.jpg,0
../input/datasetavantari/dataset/2209.jpg,0
../input/datasetavantari/dataset/2562.jpg,0
../input/datasetavantari/dataset/3693.jpg,0
../input/datasetavantari/dataset/3574.jpg,0
../input/datasetavantari/dataset/3943.jpg,0
../input/datasetavantari/dataset/2286.jpg,0
../input/datasetavantari/dataset/2922.jpg,0
../input/datasetavantari/dataset/2541.jpg,0
../input/datasetavantari/dataset/2991.jpg,0
../input/datasetavantari/dataset/945.jpg,0
../input/datasetavantari/dataset/1122.jpg,0
../input/datasetavantari/dataset/734.jpg,0
../input/datasetavantari/dataset/693.jpg,0
../input/datasetavantari/dataset/628.jpg,0
../input/datasetavantari/dataset/3762.jpg,0
../input/datasetavantari/dataset/1610.jpg,0
../input/datasetavantari/dataset/1194.jpg,0
../input/datasetavantari/dataset/562.jpg,0
../input/datasetavantari/dataset/3914.jpg,0
../input/datasetavantari/dataset/1798.jpg,0
../input/datasetavantari/dataset/3043.jpg,0
../input/datasetavantari/dataset/2777.jpg,0
../input/datasetavantari/dataset/2516.jpg,0
../input/datasetavantari/dataset/715.jpg,0
../input/datasetavantari/dataset/78.jpg,0
../input/datasetavantari/dataset/1021.jpg,0
../input/datasetavantari/dataset/3213.jpg,0
../input/datasetavantari/dataset/417.jpg,0
../input/datasetavantari/dataset/989.jpg,0
../input/datasetavantari/dataset/4363.jpg,0
../input/datasetavantari/dataset/489.jpg,0
../input/datasetavantari/dataset/3959.jpg,0
../input/datasetavantari/dataset/2772.jpg,0
../input/datasetavantari/dataset/1204.jpg,0
../input/datasetavantari/dataset/1256.jpg,0
../input/datasetavantari/dataset/4207.jpg,0
../input/datasetavantari/dataset/4302.jpg,0
../input/datasetavantari/dataset/4374.jpg,0
../input/datasetavantari/dataset/2033.jpg,0
../input/datasetavantari/dataset/232.jpg,0
../input/datasetavantari/dataset/692.jpg,0
../input/datasetavantari/dataset/2908.jpg,0
../input/datasetavantari/dataset/2917.jpg,0
../input/datasetavantari/dataset/1296.jpg,0
../input/datasetavantari/dataset/2386.jpg,0
../input/datasetavantari/dataset/3690.jpg,0
../input/datasetavantari/dataset/1595.jpg,0
../input/datasetavantari/dataset/1918.jpg,0
../input/datasetavantari/dataset/315.jpg,0
../input/datasetavantari/dataset/1937.jpg,0
../input/datasetavantari/dataset/407.jpg,0
../input/datasetavantari/dataset/203.jpg,0
../input/datasetavantari/dataset/446.jpg,0
../input/datasetavantari/dataset/1582.jpg,0
../input/datasetavantari/dataset/44.jpg,0
../input/datasetavantari/dataset/3886.jpg,0
../input/datasetavantari/dataset/1134.jpg,0
../input/datasetavantari/dataset/3631.jpg,0
../input/datasetavantari/dataset/2219.jpg,0
../input/datasetavantari/dataset/1081.jpg,0
../input/datasetavantari/dataset/3140.jpg,0
../input/datasetavantari/dataset/46.jpg,0
../input/datasetavantari/dataset/1058.jpg,0
../input/datasetavantari/dataset/3112.jpg,0
../input/datasetavantari/dataset/4410.jpg,0
../input/datasetavantari/dataset/3736.jpg,0
../input/datasetavantari/dataset/1303.jpg,0
../input/datasetavantari/dataset/157.jpg,0
../input/datasetavantari/dataset/2125.jpg,0
../input/datasetavantari/dataset/3879.jpg,0
../input/datasetavantari/dataset/1485.jpg,0
../input/datasetavantari/dataset/165.jpg,0
../input/datasetavantari/dataset/4521.jpg,0
../input/datasetavantari/dataset/3547.jpg,0
../input/datasetavantari/dataset/3168.jpg,0
../input/datasetavantari/dataset/3499.jpg,0
../input/datasetavantari/dataset/3440.jpg,0
../input/datasetavantari/dataset/2530.jpg,0
../input/datasetavantari/dataset/1425.jpg,0
../input/datasetavantari/dataset/1513.jpg,0
../input/datasetavantari/dataset/160.jpg,0
../input/datasetavantari/dataset/2343.jpg,0
../input/datasetavantari/dataset/1469.jpg,0
../input/datasetavantari/dataset/1189.jpg,0
../input/datasetavantari/dataset/1304.jpg,0
../input/datasetavantari/dataset/1291.jpg,0
../input/datasetavantari/dataset/411.jpg,0
../input/datasetavantari/dataset/3279.jpg,0
../input/datasetavantari/dataset/3367.jpg,0
../input/datasetavantari/dataset/886.jpg,0
../input/datasetavantari/dataset/2177.jpg,0
../input/datasetavantari/dataset/3903.jpg,0
../input/datasetavantari/dataset/4442.jpg,0
../input/datasetavantari/dataset/3561.jpg,0
../input/datasetavantari/dataset/3709.jpg,0
../input/datasetavantari/dataset/4524.jpg,0
../input/datasetavantari/dataset/254.jpg,0
../input/datasetavantari/dataset/985.jpg,0
../input/datasetavantari/dataset/1405.jpg,0
../input/datasetavantari/dataset/2238.jpg,0
../input/datasetavantari/dataset/4462.jpg,0
../input/datasetavantari/dataset/1647.jpg,0
../input/datasetavantari/dataset/3079.jpg,0
../input/datasetavantari/dataset/3283.jpg,0
../input/datasetavantari/dataset/1641.jpg,0
../input/datasetavantari/dataset/4411.jpg,0
../input/datasetavantari/dataset/1563.jpg,0
../input/datasetavantari/dataset/719.jpg,0
../input/datasetavantari/dataset/3287.jpg,0
../input/datasetavantari/dataset/3475.jpg,0
../input/datasetavantari/dataset/1505.jpg,0
../input/datasetavantari/dataset/2985.jpg,0
../input/datasetavantari/dataset/1775.jpg,0
../input/datasetavantari/dataset/3232.jpg,0
../input/datasetavantari/dataset/114.jpg,0
../input/datasetavantari/dataset/2432.jpg,0
../input/datasetavantari/dataset/933.jpg,0
../input/datasetavantari/dataset/3247.jpg,0
../input/datasetavantari/dataset/4045.jpg,0
../input/datasetavantari/dataset/3990.jpg,0
../input/datasetavantari/dataset/2746.jpg,0
../input/datasetavantari/dataset/218.jpg,0
../input/datasetavantari/dataset/2587.jpg,0
../input/datasetavantari/dataset/1897.jpg,0
../input/datasetavantari/dataset/4504.jpg,0
../input/datasetavantari/dataset/717.jpg,0
../input/datasetavantari/dataset/1035.jpg,0
../input/datasetavantari/dataset/1166.jpg,0
../input/datasetavantari/dataset/3909.jpg,0
../input/datasetavantari/dataset/2290.jpg,0
../input/datasetavantari/dataset/2299.jpg,0
../input/datasetavantari/dataset/2193.jpg,0
../input/datasetavantari/dataset/4303.jpg,0
../input/datasetavantari/dataset/1626.jpg,0
../input/datasetavantari/dataset/916.jpg,0
../input/datasetavantari/dataset/1330.jpg,0
../input/datasetavantari/dataset/4386.jpg,0
../input/datasetavantari/dataset/4664.jpg,0
../input/datasetavantari/dataset/385.jpg,0
../input/datasetavantari/dataset/2220.jpg,0
../input/datasetavantari/dataset/4701.jpg,0
../input/datasetavantari/dataset/882.jpg,0
../input/datasetavantari/dataset/2453.jpg,0
../input/datasetavantari/dataset/3119.jpg,0
../input/datasetavantari/dataset/4129.jpg,0
../input/datasetavantari/dataset/4707.jpg,0
../input/datasetavantari/dataset/1378.jpg,0
../input/datasetavantari/dataset/2993.jpg,0
../input/datasetavantari/dataset/1967.jpg,0
../input/datasetavantari/dataset/2472.jpg,0
../input/datasetavantari/dataset/4262.jpg,0
../input/datasetavantari/dataset/4710.jpg,0
../input/datasetavantari/dataset/1188.jpg,0
../input/datasetavantari/dataset/2072.jpg,0
../input/datasetavantari/dataset/2434.jpg,0
../input/datasetavantari/dataset/1560.jpg,0
../input/datasetavantari/dataset/1195.jpg,0
../input/datasetavantari/dataset/4441.jpg,0
../input/datasetavantari/dataset/4377.jpg,0
../input/datasetavantari/dataset/798.jpg,0
../input/datasetavantari/dataset/3002.jpg,0
../input/datasetavantari/dataset/2882.jpg,0
../input/datasetavantari/dataset/1716.jpg,0
../input/datasetavantari/dataset/2303.jpg,0
../input/datasetavantari/dataset/1026.jpg,0
../input/datasetavantari/dataset/2460.jpg,0
../input/datasetavantari/dataset/2319.jpg,0
../input/datasetavantari/dataset/3335.jpg,0
../input/datasetavantari/dataset/3686.jpg,0
../input/datasetavantari/dataset/3545.jpg,0
../input/datasetavantari/dataset/870.jpg,0
../input/datasetavantari/dataset/995.jpg,0
../input/datasetavantari/dataset/1231.jpg,0
../input/datasetavantari/dataset/2402.jpg,0
../input/datasetavantari/dataset/935.jpg,0
../input/datasetavantari/dataset/4011.jpg,0
../input/datasetavantari/dataset/5.jpg,0
../input/datasetavantari/dataset/3089.jpg,0
../input/datasetavantari/dataset/4050.jpg,0
../input/datasetavantari/dataset/4387.jpg,0
../input/datasetavantari/dataset/3609.jpg,0
../input/datasetavantari/dataset/4021.jpg,0
../input/datasetavantari/dataset/1779.jpg,0
../input/datasetavantari/dataset/2409.jpg,0
../input/datasetavantari/dataset/4159.jpg,0
../input/datasetavantari/dataset/4712.jpg,0
../input/datasetavantari/dataset/2885.jpg,0
../input/datasetavantari/dataset/4110.jpg,0
../input/datasetavantari/dataset/596.jpg,0
../input/datasetavantari/dataset/1711.jpg,0
../input/datasetavantari/dataset/2735.jpg,0
../input/datasetavantari/dataset/16.jpg,0
../input/datasetavantari/dataset/4469.jpg,0
../input/datasetavantari/dataset/1525.jpg,0
../input/datasetavantari/dataset/1903.jpg,0
../input/datasetavantari/dataset/4147.jpg,0
../input/datasetavantari/dataset/2620.jpg,0
../input/datasetavantari/dataset/1964.jpg,0
../input/datasetavantari/dataset/4334.jpg,0
../input/datasetavantari/dataset/2350.jpg,0
../input/datasetavantari/dataset/4121.jpg,0
../input/datasetavantari/dataset/299.jpg,0
../input/datasetavantari/dataset/1128.jpg,0
../input/datasetavantari/dataset/1712.jpg,0
../input/datasetavantari/dataset/3006.jpg,0
../input/datasetavantari/dataset/1494.jpg,0
../input/datasetavantari/dataset/1187.jpg,0
../input/datasetavantari/dataset/3801.jpg,0
../input/datasetavantari/dataset/406.jpg,0
../input/datasetavantari/dataset/2371.jpg,0
../input/datasetavantari/dataset/329.jpg,0
../input/datasetavantari/dataset/2066.jpg,0
../input/datasetavantari/dataset/1143.jpg,0
../input/datasetavantari/dataset/3720.jpg,0
../input/datasetavantari/dataset/1064.jpg,0
../input/datasetavantari/dataset/1474.jpg,0
../input/datasetavantari/dataset/1905.jpg,0
../input/datasetavantari/dataset/3278.jpg,0
../input/datasetavantari/dataset/4014.jpg,0
../input/datasetavantari/dataset/3250.jpg,0
../input/datasetavantari/dataset/4075.jpg,0
../input/datasetavantari/dataset/3734.jpg,0
../input/datasetavantari/dataset/3992.jpg,0
../input/datasetavantari/dataset/3531.jpg,0
../input/datasetavantari/dataset/2740.jpg,0
../input/datasetavantari/dataset/1703.jpg,0
../input/datasetavantari/dataset/823.jpg,0
../input/datasetavantari/dataset/4699.jpg,0
../input/datasetavantari/dataset/2655.jpg,0
../input/datasetavantari/dataset/614.jpg,0
../input/datasetavantari/dataset/4193.jpg,0
../input/datasetavantari/dataset/2671.jpg,0
../input/datasetavantari/dataset/1995.jpg,0
../input/datasetavantari/dataset/4428.jpg,0
../input/datasetavantari/dataset/3602.jpg,0
../input/datasetavantari/dataset/4546.jpg,0
../input/datasetavantari/dataset/673.jpg,0
../input/datasetavantari/dataset/1980.jpg,0
../input/datasetavantari/dataset/4437.jpg,0
../input/datasetavantari/dataset/1434.jpg,0
../input/datasetavantari/dataset/2514.jpg,0
../input/datasetavantari/dataset/279.jpg,0
../input/datasetavantari/dataset/39.jpg,0
../input/datasetavantari/dataset/2413.jpg,0
../input/datasetavantari/dataset/1387.jpg,0
../input/datasetavantari/dataset/74.jpg,0
